phrase,target,file_path
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team",negative,files/input/train\negative\0179.txt
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006",negative,files/input/train\negative\0180.txt
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running,negative,files/input/train\negative\0181.txt
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007",negative,files/input/train\negative\0182.txt
Sales of mid-strength beer decreased by 40 %,negative,files/input/train\negative\0183.txt
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009",negative,files/input/train\negative\0184.txt
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009",negative,files/input/train\negative\0185.txt
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition",negative,files/input/train\negative\0186.txt
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki,negative,files/input/train\negative\0187.txt
Net sales dropped by 6 % year-on-year to EUR 11.9 million,negative,files/input/train\negative\0188.txt
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010",negative,files/input/train\negative\0189.txt
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier",negative,files/input/train\negative\0190.txt
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency",negative,files/input/train\negative\0191.txt
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008",negative,files/input/train\negative\0192.txt
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006,negative,files/input/train\negative\0193.txt
"Finnish Bank of +ï¿½land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009",negative,files/input/train\negative\0194.txt
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 %",negative,files/input/train\negative\0195.txt
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006,negative,files/input/train\negative\0196.txt
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008,negative,files/input/train\negative\0197.txt
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million,negative,files/input/train\negative\0198.txt
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005,negative,files/input/train\negative\0199.txt
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008",negative,files/input/train\negative\0200.txt
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31,negative,files/input/train\negative\0201.txt
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said",negative,files/input/train\negative\0202.txt
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier,negative,files/input/train\negative\0203.txt
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn",negative,files/input/train\negative\0204.txt
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy,negative,files/input/train\negative\0205.txt
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76,negative,files/input/train\negative\0206.txt
Reported operating margin was a negative 5.9 %,negative,files/input/train\negative\0207.txt
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004,negative,files/input/train\negative\0208.txt
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today",negative,files/input/train\negative\0209.txt
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier,negative,files/input/train\negative\0210.txt
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007",negative,files/input/train\negative\0211.txt
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006",negative,files/input/train\negative\0212.txt
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year,negative,files/input/train\negative\0213.txt
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing,negative,files/input/train\negative\0214.txt
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '',negative,files/input/train\negative\0215.txt
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today",negative,files/input/train\negative\0216.txt
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008",negative,files/input/train\negative\0217.txt
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008,negative,files/input/train\negative\0218.txt
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million,negative,files/input/train\negative\0219.txt
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates",negative,files/input/train\negative\0220.txt
"At this growth rate , paying off the national debt will be extremely painful",negative,files/input/train\negative\0221.txt
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007,negative,files/input/train\negative\0222.txt
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008",negative,files/input/train\negative\0223.txt
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation",negative,files/input/train\negative\0224.txt
Device volume in the area decreased by 21 % to 2.7 mn units,negative,files/input/train\negative\0225.txt
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007",negative,files/input/train\negative\0226.txt
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",negative,files/input/train\negative\0227.txt
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009",negative,files/input/train\negative\0228.txt
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers",negative,files/input/train\negative\0229.txt
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices",negative,files/input/train\negative\0230.txt
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008",negative,files/input/train\negative\0231.txt
"Therefore , the company 's 2005 result will remain weaker than that of 2004",negative,files/input/train\negative\0232.txt
"In the Baltic countries , sales fell by 42.6 %",negative,files/input/train\negative\0233.txt
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005,negative,files/input/train\negative\0234.txt
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months",negative,files/input/train\negative\0235.txt
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",neutral,files/input/train\neutral\0000.txt
Market data and analytics are derived from primary and secondary research,neutral,files/input/train\neutral\0001.txt
Exel is headquartered in Mantyharju in Finland,neutral,files/input/train\neutral\0002.txt
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses",neutral,files/input/train\neutral\0003.txt
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate,neutral,files/input/train\neutral\0004.txt
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007",neutral,files/input/train\neutral\0005.txt
Le Lay succeeds Walter G++nter and will be based in Finland,neutral,files/input/train\neutral\0006.txt
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m",neutral,files/input/train\neutral\0007.txt
